1564042462675|14|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|/* ping */ SELECT 1|/* ping */ SELECT 1
1564120848095|12|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|/* ping */ SELECT 1|/* ping */ SELECT 1
1564120953330|12|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|/* ping */ SELECT 1|/* ping */ SELECT 1
1564120998515|1|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|select id, password, salt from           user       where phone = ?|select id, password, salt from           user       where phone = '15222222222'
1564123056267|10|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|/* ping */ SELECT 1|/* ping */ SELECT 1
1564123061321|1|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|select id, password, salt from           user       where phone = ?|select id, password, salt from           user       where phone = '15222222222'
1564123337159|12|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|/* ping */ SELECT 1|/* ping */ SELECT 1
1564127163442|12|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|/* ping */ SELECT 1|/* ping */ SELECT 1
1564364667669|10|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|SELECT  task_id,task_name,task_description,task_cron,logic  FROM task   WHERE  logic=0 AND task_id = ?|SELECT  task_id,task_name,task_description,task_cron,logic  FROM task   WHERE  logic=0 AND task_id = 1
1564364668813|0|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|/* ping */ SELECT 1|/* ping */ SELECT 1
1564364870700|10|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|SELECT  task_id,task_name,task_description,task_cron,logic  FROM task   WHERE  logic=0 AND task_id = ?|SELECT  task_id,task_name,task_description,task_cron,logic  FROM task   WHERE  logic=0 AND task_id = 1
1564364871294|0|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|/* ping */ SELECT 1|/* ping */ SELECT 1
1564364963278|10|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|SELECT  task_id,task_name,task_description,task_cron,logic  FROM task   WHERE  logic=0 AND task_id = ?|SELECT  task_id,task_name,task_description,task_cron,logic  FROM task   WHERE  logic=0 AND task_id = 1
1564364964434|0|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|/* ping */ SELECT 1|/* ping */ SELECT 1
1564365391223|10|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|SELECT  task_id,task_name,task_description,task_cron,logic  FROM task   WHERE  logic=0 AND task_id = ?|SELECT  task_id,task_name,task_description,task_cron,logic  FROM task   WHERE  logic=0 AND task_id = 1
1564365392156|0|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|/* ping */ SELECT 1|/* ping */ SELECT 1
1564386769046|14|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|SELECT  task_id,task_name,task_description,task_cron,logic  FROM task   WHERE  logic=0 AND task_id = ?|SELECT  task_id,task_name,task_description,task_cron,logic  FROM task   WHERE  logic=0 AND task_id = 1
1564386804887|11|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|SELECT  task_id,task_name,task_description,task_cron,logic  FROM task   WHERE  logic=0 AND task_id = ?|SELECT  task_id,task_name,task_description,task_cron,logic  FROM task   WHERE  logic=0 AND task_id = 1
1564386805732|0|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|/* ping */ SELECT 1|/* ping */ SELECT 1
1564386862065|11|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|SELECT  task_id,task_name,task_description,task_cron,logic  FROM task   WHERE  logic=0 AND task_id = ?|SELECT  task_id,task_name,task_description,task_cron,logic  FROM task   WHERE  logic=0 AND task_id = 1
1564386863644|0|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/home_work?allowMultiQueries=true&useUnicode=true&characterEncoding=utf-8&useSSL=false&serverTimezone=CTT|/* ping */ SELECT 1|/* ping */ SELECT 1
